Time(ms),Hall(mV),B(mT)
24062,3291.0156,27.05
24086,3920.8984,33.35
24111,4023.4375,34.37
24134,3505.8593,29.20
24158,2675.7812,20.90
24182,1918.9453,13.33
24206,1362.3046,7.76
24229,1015.6250,4.30
24252,815.4297,2.29
24273,698.2422,1.12
24296,629.8828,0.44
24317,590.8203,0.05
24339,551.7578,-0.34
24361,546.8750,-0.39
24385,537.1094,-0.49
24408,532.2266,-0.54
24429,532.2266,-0.54
24451,537.1094,-0.49
24472,537.1094,-0.49
24495,541.9922,-0.44
24517,541.9922,-0.44
24541,541.9922,-0.44
24563,541.9922,-0.44
24585,537.1094,-0.49
24606,546.8750,-0.39
24628,537.1094,-0.49
24650,537.1094,-0.49
24674,532.2266,-0.54
24696,532.2266,-0.54
24718,532.2266,-0.54
24739,541.9922,-0.44
24761,537.1094,-0.49
24783,556.6406,-0.29
24807,585.9375,-0.00
24829,629.8828,0.44
24851,698.2422,1.12
24873,815.4297,2.29
24895,1000.9766,4.15
24918,1318.3593,7.32
24941,1811.5234,12.26
24965,2529.2968,19.43
24988,3354.4921,27.68
25013,3974.6093,33.89
25036,3959.9609,33.74
25060,3325.1953,27.39
25084,2470.7031,18.85
25108,1743.1640,11.57
25132,1250.0000,6.64
25155,961.9141,3.76
25177,795.8984,2.10
25198,688.4766,1.02
25221,625.0000,0.39
25242,585.9375,-0.00
25265,566.4063,-0.20
25288,546.8750,-0.39
25311,541.9922,-0.44
25332,537.1094,-0.49
25354,541.9922,-0.44
25375,541.9922,-0.44
25398,541.9922,-0.44
25421,541.9922,-0.44
25444,546.8750,-0.39
25465,541.9922,-0.44
25487,541.9922,-0.44
25508,541.9922,-0.44
25531,541.9922,-0.44
25554,541.9922,-0.44
25577,541.9922,-0.44
25598,537.1094,-0.49
25620,537.1094,-0.49
25641,546.8750,-0.39
25664,537.1094,-0.49
25688,541.9922,-0.44
25710,556.6406,-0.29
25732,585.9375,-0.00
25754,620.1172,0.34
25777,688.4766,1.02
25798,791.0156,2.05
25820,971.6797,3.86
25842,1264.6484,6.79
25865,1743.1640,11.57
25888,2460.9375,18.75
25913,3295.8984,27.10
25936,3935.5468,33.50
25960,4008.7890,34.23
25985,3486.3281,29.00
26008,2670.8984,20.85
26032,1923.8281,13.38
26056,1372.0703,7.86
26079,1025.3906,4.39
26101,815.4297,2.29
26124,693.3594,1.07
26145,620.1172,0.34
26167,585.9375,-0.00
26190,556.6406,-0.29
26212,546.8750,-0.39
26233,537.1094,-0.49
26255,537.1094,-0.49
26277,527.3438,-0.59
26301,537.1094,-0.49
26323,537.1094,-0.49
26345,537.1094,-0.49
26366,541.9922,-0.44
26388,541.9922,-0.44
26411,537.1094,-0.49
26434,541.9922,-0.44
26457,537.1094,-0.49
26478,541.9922,-0.44
26500,541.9922,-0.44
26521,541.9922,-0.44
26544,537.1094,-0.49
26566,532.2266,-0.54
26590,532.2266,-0.54
26612,541.9922,-0.44
26634,556.6406,-0.29
26655,590.8203,0.05
26677,629.8828,0.44
26699,703.1250,1.17
26721,825.1953,2.39
26742,1000.9766,4.15
26766,1323.2421,7.37
26788,1806.6406,12.21
26812,2543.9453,19.58
26836,3388.6718,28.03
26860,3974.6093,33.89
26885,3959.9609,33.74
26908,3325.1953,27.39
26932,2480.4687,18.94
26956,1757.8125,11.72
26980,1259.7656,6.74
27002,966.7969,3.81
27025,795.8984,2.10
27046,693.3594,1.07
27068,629.8828,0.44
27090,595.7031,0.10
27112,566.4063,-0.20
27133,551.7578,-0.34
27156,541.9922,-0.44
27179,541.9922,-0.44
27202,537.1094,-0.49
27225,541.9922,-0.44
27246,546.8750,-0.39
27268,546.8750,-0.39
27289,541.9922,-0.44
27312,541.9922,-0.44
27335,546.8750,-0.39
27358,541.9922,-0.44
27379,541.9922,-0.44
27401,537.1094,-0.49
27422,537.1094,-0.49
27445,541.9922,-0.44
27468,537.1094,-0.49
27491,541.9922,-0.44
27512,541.9922,-0.44
27534,546.8750,-0.39
27555,551.7578,-0.34
27578,581.0547,-0.05
27601,620.1172,0.34
27623,673.8281,0.88
27644,781.2500,1.95
27667,957.0313,3.71
27688,1250.0000,6.64
27711,1728.5156,11.43
27736,2451.1718,18.65
27759,3281.2500,26.95
27783,3920.8984,33.35
27807,4023.4375,34.37
27831,3525.3906,29.39
27855,2724.6093,21.39
27879,1958.0078,13.72
27902,1386.7187,8.01
27926,1035.1562,4.49
27949,820.3125,2.34
27970,703.1250,1.17
27993,625.0000,0.39
28014,581.0547,-0.05
28037,556.6406,-0.29
28059,546.8750,-0.39
28083,541.9922,-0.44
28105,537.1094,-0.49
28127,532.2266,-0.54
28148,537.1094,-0.49
28170,537.1094,-0.49
28192,537.1094,-0.49
28216,541.9922,-0.44
28238,537.1094,-0.49
28261,541.9922,-0.44
28282,541.9922,-0.44
28304,537.1094,-0.49
28326,537.1094,-0.49
28349,537.1094,-0.49
28372,537.1094,-0.49
28395,532.2266,-0.54
28417,537.1094,-0.49
28438,527.3438,-0.59
28460,541.9922,-0.44
28482,546.8750,-0.39
28506,590.8203,0.05
28527,629.8828,0.44
28549,698.2422,1.12
28571,810.5469,2.25
28593,996.0938,4.10
28614,1293.9453,7.08
28638,1767.5781,11.82
28661,2490.2343,19.04
28685,3315.4296,27.29
28709,3950.1953,33.64
28733,3994.1406,34.08
28756,3413.0859,28.27
28781,2563.4765,19.77
28805,1811.5234,12.26
28828,1293.9453,7.08
28852,981.4453,3.95
28873,800.7813,2.15
28895,693.3594,1.07
28917,629.8828,0.44
28939,600.5859,0.15
28960,566.4063,-0.20
28984,546.8750,-0.39
29006,541.9922,-0.44
29028,541.9922,-0.44
29049,537.1094,-0.49
29071,541.9922,-0.44
29093,546.8750,-0.39
29117,541.9922,-0.44
29139,551.7578,-0.34
29161,541.9922,-0.44
29182,541.9922,-0.44
29204,546.8750,-0.39
29227,546.8750,-0.39
29250,546.8750,-0.39
29273,541.9922,-0.44
29294,546.8750,-0.39
29316,541.9922,-0.44
29337,537.1094,-0.49
29360,541.9922,-0.44
29382,551.7578,-0.34
29406,556.6406,-0.29
29428,581.0547,-0.05
29451,620.1172,0.34
29472,673.8281,0.88
29495,771.4844,1.85
29516,942.3828,3.56
29538,1225.5859,6.40
29561,1689.4531,11.03
29585,2387.6953,18.02
29609,3198.2421,26.12
29633,3886.7187,33.01
29657,4038.0859,34.52
29681,3588.8671,30.03
29705,2792.9687,22.07
29728,2011.7187,14.26
29753,1430.6640,8.45
29775,1059.5703,4.74
29798,844.7266,2.59
29820,708.0078,1.22
29842,634.7656,0.49
29863,590.8203,0.05
29886,561.5234,-0.24
29908,546.8750,-0.39
29930,537.1094,-0.49
29952,537.1094,-0.49
29974,532.2266,-0.54
29997,537.1094,-0.49
30020,537.1094,-0.49
30043,532.2266,-0.54
30064,537.1094,-0.49
30086,537.1094,-0.49
30107,537.1094,-0.49
30130,541.9922,-0.44
30153,537.1094,-0.49
30176,537.1094,-0.49
30197,537.1094,-0.49
30219,532.2266,-0.54
30240,537.1094,-0.49
30263,532.2266,-0.54
30286,532.2266,-0.54
30309,537.1094,-0.49
30330,551.7578,-0.34
30352,585.9375,-0.00
30374,629.8828,0.44
30397,693.3594,1.07
30418,800.7813,2.15
30440,986.3281,4.00
30462,1264.6484,6.79
30485,1718.7500,11.33
30509,2426.7578,18.41
30533,3247.0703,26.61
30557,3916.0156,33.30
30580,4013.6718,34.28
30605,3466.7968,28.81
30628,2626.9531,20.41
30653,1860.3515,12.74
30676,1333.0078,7.47
30699,1015.6250,4.30
30723,815.4297,2.29
30744,703.1250,1.17
30766,634.7656,0.49
30788,595.7031,0.10
30810,571.2891,-0.15
30831,556.6406,-0.29
30853,546.8750,-0.39
30875,537.1094,-0.49
30899,537.1094,-0.49
30921,541.9922,-0.44
30943,541.9922,-0.44
30964,541.9922,-0.44
30986,541.9922,-0.44
31008,541.9922,-0.44
31031,541.9922,-0.44
31054,541.9922,-0.44
31077,541.9922,-0.44
31098,541.9922,-0.44
31120,541.9922,-0.44
31142,541.9922,-0.44
31165,537.1094,-0.49
31188,532.2266,-0.54
31211,541.9922,-0.44
31233,546.8750,-0.39
31254,556.6406,-0.29
31276,576.1719,-0.10
31299,615.2344,0.29
31321,668.9453,0.83
31342,771.4844,1.85
31365,937.5000,3.51
31386,1210.9375,6.25
31409,1655.2734,10.69
31433,2348.6328,17.63
31457,3173.8281,25.88
31480,3867.1875,32.81
31505,4042.9687,34.57
31528,3618.1640,30.32
31552,2836.9140,22.51
31577,2041.0156,14.55
31600,1464.8437,8.79
31623,1088.8671,5.03
31646,854.4922,2.68
31668,717.7734,1.32
31689,639.6484,0.54
31712,585.9375,-0.00
31734,561.5234,-0.24
31757,546.8750,-0.39
31779,537.1094,-0.49
31803,532.2266,-0.54
31825,532.2266,-0.54
31847,537.1094,-0.49
31868,532.2266,-0.54
31891,537.1094,-0.49
31913,537.1094,-0.49
31937,537.1094,-0.49
31960,537.1094,-0.49
31981,537.1094,-0.49
32003,537.1094,-0.49
32024,537.1094,-0.49
32047,541.9922,-0.44
32070,541.9922,-0.44
32093,532.2266,-0.54
32114,532.2266,-0.54
32136,532.2266,-0.54
32157,546.8750,-0.39
32180,551.7578,-0.34
32202,581.0547,-0.05
32226,629.8828,0.44
32247,698.2422,1.12
32269,810.5469,2.25
32291,986.3281,4.00
32313,1274.4140,6.88
32335,1733.3984,11.47
32360,2426.7578,18.41
32384,3261.7187,26.76
32408,3925.7812,33.40
32432,4018.5546,34.33
32455,3461.9140,28.76
32480,2636.7187,20.51
32503,1884.7656,12.99
32527,1342.7734,7.57
32550,1015.6250,4.30
32573,810.5469,2.25
32594,703.1250,1.17
32617,629.8828,0.44
32638,595.7031,0.10
32660,571.2891,-0.15
32684,551.7578,-0.34
32706,546.8750,-0.39
32729,537.1094,-0.49
32750,546.8750,-0.39
32772,541.9922,-0.44
32794,537.1094,-0.49
32817,541.9922,-0.44
32840,541.9922,-0.44
32863,546.8750,-0.39
32884,546.8750,-0.39
32906,551.7578,-0.34
32927,546.8750,-0.39
32950,541.9922,-0.44
32973,541.9922,-0.44
32996,537.1094,-0.49
33017,546.8750,-0.39
33039,541.9922,-0.44
33060,546.8750,-0.39
33083,541.9922,-0.44
33106,556.6406,-0.29
33129,585.9375,-0.00
33152,615.2344,0.29
33173,678.7109,0.93
33196,771.4844,1.85
33217,942.3828,3.56
33239,1210.9375,6.25
33262,1669.9218,10.84
33286,2358.3984,17.72
33309,3193.3593,26.07
33334,3867.1875,32.81
33357,4052.7343,34.67
33382,3623.0468,30.37
33405,2841.7968,22.56
33429,2060.5468,14.75
33454,1464.8437,8.79
33476,1083.9843,4.98
33499,854.4922,2.68
33521,717.7734,1.32
33543,639.6484,0.54
33564,590.8203,0.05
33587,566.4063,-0.20
33609,541.9922,-0.44
33631,541.9922,-0.44
33652,537.1094,-0.49
33674,537.1094,-0.49
33696,532.2266,-0.54
33720,532.2266,-0.54
33742,541.9922,-0.44
33764,541.9922,-0.44
33785,532.2266,-0.54
33807,541.9922,-0.44
33829,541.9922,-0.44
33853,541.9922,-0.44
33875,537.1094,-0.49
33897,537.1094,-0.49
33918,537.1094,-0.49
33940,527.3438,-0.59
33963,532.2266,-0.54
33986,541.9922,-0.44
34009,537.1094,-0.49
34031,546.8750,-0.39
34053,585.9375,-0.00
34075,625.0000,0.39
34098,698.2422,1.12
34119,795.8984,2.10
34141,981.4453,3.95
34163,1264.6484,6.79
34186,1718.7500,11.33
34209,2416.9921,18.31
34234,3242.1875,26.56
34257,3896.4843,33.10
34281,4023.4375,34.37
34306,3515.6250,29.30
34329,2680.6640,20.95
34353,1904.2968,13.18
34377,1357.4218,7.71
34400,1025.3906,4.39
34423,830.0781,2.44
34445,717.7734,1.32
34466,644.5313,0.59
34489,600.5859,0.15
34510,571.2891,-0.15
34532,556.6406,-0.29
34553,541.9922,-0.44
34576,541.9922,-0.44
34599,537.1094,-0.49
34622,541.9922,-0.44
34643,541.9922,-0.44
34665,541.9922,-0.44
34686,541.9922,-0.44
34709,546.8750,-0.39
34732,546.8750,-0.39
34755,541.9922,-0.44
34778,541.9922,-0.44
34799,537.1094,-0.49
34821,537.1094,-0.49
34843,537.1094,-0.49
34866,537.1094,-0.49
34889,541.9922,-0.44
34912,541.9922,-0.44
34933,546.8750,-0.39
34955,561.5234,-0.24
34976,581.0547,-0.05
35000,615.2344,0.29
35021,673.8281,0.88
35043,771.4844,1.85
35065,937.5000,3.51
35087,1196.2890,6.10
35109,1650.3906,10.64
35134,2324.2187,17.38
35158,3144.5312,25.59
35181,3842.7734,32.57
35206,4052.7343,34.67
35229,3662.1093,30.76
35253,2875.9765,22.90
35277,2089.8437,15.04
35301,1479.4921,8.93
35323,1103.5156,5.18
35347,864.2578,2.78
35368,722.6563,1.37
35390,639.6484,0.54
35412,595.7031,0.10
35434,566.4063,-0.20
35456,541.9922,-0.44
35478,532.2266,-0.54
35502,537.1094,-0.49
35524,532.2266,-0.54
35546,527.3438,-0.59
35567,537.1094,-0.49
35589,537.1094,-0.49
35611,537.1094,-0.49
35635,537.1094,-0.49
35657,541.9922,-0.44
35679,537.1094,-0.49
35700,532.2266,-0.54
35722,537.1094,-0.49
35744,541.9922,-0.44
35767,537.1094,-0.49
35790,537.1094,-0.49
35813,537.1094,-0.49
35834,532.2266,-0.54
35856,541.9922,-0.44
35878,556.6406,-0.29
35901,581.0547,-0.05
35924,625.0000,0.39
35946,693.3594,1.07
35968,800.7813,2.15
35990,971.6797,3.86
36012,1250.0000,6.64
36034,1699.2187,11.13
36059,2373.0468,17.87
36082,3198.2421,26.12
36107,3881.8359,32.96
36130,4038.0859,34.52
36154,3540.0390,29.54
36178,2714.8437,21.29
36202,1933.5937,13.48
36226,1381.8359,7.96
36249,1044.9218,4.59
36272,834.9609,2.49
36293,712.8906,1.27
36316,649.4141,0.63
36337,600.5859,0.15
36359,571.2891,-0.15
36381,551.7578,-0.34
36405,541.9922,-0.44
36427,541.9922,-0.44
36449,541.9922,-0.44
36470,541.9922,-0.44
36492,541.9922,-0.44
36514,541.9922,-0.44
36538,541.9922,-0.44
36560,541.9922,-0.44
36582,546.8750,-0.39
36603,541.9922,-0.44
36625,546.8750,-0.39
36647,546.8750,-0.39
36671,546.8750,-0.39
36694,537.1094,-0.49
36715,537.1094,-0.49
36737,541.9922,-0.44
36758,541.9922,-0.44
36781,546.8750,-0.39
36803,551.7578,-0.34
36827,581.0547,-0.05
36849,610.3516,0.24
36871,673.8281,0.88
36893,766.6016,1.81
36915,922.8516,3.37
36936,1186.5234,6.01
36960,1621.0937,10.35
36983,2280.2734,16.94
37007,3110.3515,25.24
37031,3828.1250,32.42
37055,4062.5000,34.77
37079,3671.8750,30.86
37103,2919.9218,23.34
37127,2128.9062,15.43
37151,1518.5546,9.33
37174,1123.0468,5.37
37196,878.9063,2.93
37219,737.3047,1.51
37240,644.5313,0.59
37262,600.5859,0.15
37284,566.4063,-0.20
37307,541.9922,-0.44
37328,541.9922,-0.44
37350,537.1094,-0.49
37371,537.1094,-0.49
37394,532.2266,-0.54
37416,537.1094,-0.49
37440,537.1094,-0.49
37463,537.1094,-0.49
37484,541.9922,-0.44
37506,541.9922,-0.44
37527,537.1094,-0.49
37550,537.1094,-0.49
37573,537.1094,-0.49
37596,537.1094,-0.49
37617,532.2266,-0.54
37639,532.2266,-0.54
37660,527.3438,-0.59
37683,532.2266,-0.54
37706,537.1094,-0.49
37729,561.5234,-0.24
37750,581.0547,-0.05
37773,620.1172,0.34
37795,693.3594,1.07
37817,791.0156,2.05
37838,966.7969,3.81
37861,1230.4687,6.44
37883,1679.6875,10.94
37907,2348.6328,17.63
37932,3173.8281,25.88
37955,3867.1875,32.81
37979,4042.9687,34.57
38003,3588.8671,30.03
38027,2768.5546,21.83
38050,1982.4218,13.96
38075,1406.2500,8.20
38097,1054.6875,4.69
38120,849.6094,2.64
38142,722.6563,1.37
38164,639.6484,0.54
38185,600.5859,0.15
38208,576.1719,-0.10
38231,556.6406,-0.29
38252,546.8750,-0.39
38275,541.9922,-0.44
38298,537.1094,-0.49
38321,541.9922,-0.44
38342,546.8750,-0.39
38364,541.9922,-0.44
38385,546.8750,-0.39
38408,546.8750,-0.39
38431,541.9922,-0.44
38454,546.8750,-0.39
38475,541.9922,-0.44
38497,541.9922,-0.44
38518,546.8750,-0.39
38541,541.9922,-0.44
38564,537.1094,-0.49
38587,541.9922,-0.44
38609,541.9922,-0.44
38631,546.8750,-0.39
38652,556.6406,-0.29
38675,566.4063,-0.20
38697,615.2344,0.29
38720,664.0625,0.78
38742,761.7188,1.76
38763,913.0859,3.27
38786,1171.8750,5.86
38808,1596.6796,10.11
38833,2270.5078,16.85
38856,3085.9375,25.00
38880,3808.5937,32.23
38904,4067.3828,34.81
38928,3715.8203,31.30
38951,2958.9843,23.73
38976,2172.8515,15.87
39000,1547.8515,9.62
39022,1137.6953,5.52
39046,888.6719,3.03
39067,737.3047,1.51
39089,649.4141,0.63
39111,600.5859,0.15
39133,566.4063,-0.20
39154,546.8750,-0.39
39177,537.1094,-0.49
39200,532.2266,-0.54
39223,537.1094,-0.49
39245,532.2266,-0.54
39267,532.2266,-0.54
39288,537.1094,-0.49
39311,532.2266,-0.54
39333,541.9922,-0.44
39357,541.9922,-0.44
39379,532.2266,-0.54
39401,541.9922,-0.44
39422,537.1094,-0.49
39444,537.1094,-0.49
39467,532.2266,-0.54
39490,532.2266,-0.54
39513,537.1094,-0.49
39534,532.2266,-0.54
39556,541.9922,-0.44
39577,556.6406,-0.29
39600,576.1719,-0.10
39623,620.1172,0.34
39645,683.5938,0.98
39666,781.2500,1.95
39689,952.1484,3.66
39710,1230.4687,6.44
39733,1665.0390,10.79
39757,2329.1015,17.43
39781,3149.4140,25.63
39804,3852.5390,32.67
39829,4052.7343,34.67
39853,3613.2812,30.27
39877,2807.6171,22.22
39901,2011.7187,14.26
39924,1425.7812,8.40
39948,1069.3359,4.83
39970,854.4922,2.68
39992,727.5391,1.42
40014,654.2969,0.68
40036,605.4688,0.19
40057,581.0547,-0.05
40081,561.5234,-0.24
40103,551.7578,-0.34
40125,541.9922,-0.44
40146,541.9922,-0.44
40168,541.9922,-0.44
40190,537.1094,-0.49
40214,537.1094,-0.49
40237,551.7578,-0.34
40258,546.8750,-0.39
40280,546.8750,-0.39
40301,546.8750,-0.39
40324,541.9922,-0.44
40347,541.9922,-0.44
40370,541.9922,-0.44
40392,537.1094,-0.49
40414,532.2266,-0.54
40435,546.8750,-0.39
40458,537.1094,-0.49
40480,546.8750,-0.39
40504,551.7578,-0.34
40526,571.2891,-0.15
40548,610.3516,0.24
40569,664.0625,0.78
40592,751.9531,1.66
40613,908.2031,3.22
40635,1166.9921,5.81
40658,1582.0312,9.96
40681,2202.1484,16.16
40705,3012.6953,24.27
40729,3759.7656,31.74
40753,4077.1484,34.91
40776,3764.6484,31.79
40801,3027.3437,24.41
40824,2226.5625,16.41
40848,1582.0312,9.96
40871,1171.8750,5.86
40894,908.2031,3.22
40915,751.9531,1.66
40938,664.0625,0.78
40960,600.5859,0.15
40981,576.1719,-0.10
41005,551.7578,-0.34
41026,546.8750,-0.39
41048,537.1094,-0.49
41069,532.2266,-0.54
41092,532.2266,-0.54
41115,532.2266,-0.54
41138,532.2266,-0.54
41159,541.9922,-0.44
41181,541.9922,-0.44
41202,541.9922,-0.44
41225,532.2266,-0.54
41248,537.1094,-0.49
41271,541.9922,-0.44
41292,537.1094,-0.49
41314,537.1094,-0.49
41335,532.2266,-0.54
41358,527.3438,-0.59
41381,537.1094,-0.49
41404,537.1094,-0.49
41426,546.8750,-0.39
41448,566.4063,-0.20
41469,620.1172,0.34
41491,688.4766,1.02
41513,781.2500,1.95
41535,937.5000,3.51
41556,1206.0546,6.20
41580,1611.3281,10.25
41604,2255.8593,16.70
41628,3071.2890,24.85
41652,3798.8281,32.13
41675,4057.6171,34.72
41700,3662.1093,30.76
41723,2871.0937,22.85
41747,2070.3125,14.84
41772,1474.6093,8.89
41794,1108.3984,5.22
41817,874.0234,2.88
41839,737.3047,1.51
41861,664.0625,0.78
41882,610.3516,0.24
41905,581.0547,-0.05
41927,561.5234,-0.24
41949,546.8750,-0.39
41971,541.9922,-0.44
41995,541.9922,-0.44
42017,537.1094,-0.49
42039,541.9922,-0.44
42060,541.9922,-0.44
42082,541.9922,-0.44
42104,537.1094,-0.49
42127,546.8750,-0.39
42150,541.9922,-0.44
42173,546.8750,-0.39
42194,541.9922,-0.44
42216,541.9922,-0.44
42237,546.8750,-0.39
42260,541.9922,-0.44
42284,541.9922,-0.44
42306,541.9922,-0.44
42328,546.8750,-0.39
42349,551.7578,-0.34
42371,571.2891,-0.15
42393,610.3516,0.24
42416,659.1797,0.73
42437,751.9531,1.66
42459,893.5547,3.08
42481,1127.9296,5.42
42504,1538.0859,9.52
42526,2143.5546,15.58
42551,2944.3359,23.58
42574,3696.2890,31.10
42598,4062.5000,34.77
42622,3808.5937,32.23
42646,3100.5859,25.15
42671,2299.8046,17.14
42694,1645.5078,10.60
42718,1186.5234,6.01
42741,913.0859,3.27
42763,761.7188,1.76
42784,664.0625,0.78
42807,605.4688,0.19
42828,571.2891,-0.15
42850,551.7578,-0.34
42871,537.1094,-0.49
42894,537.1094,-0.49
42917,537.1094,-0.49
42940,532.2266,-0.54
42961,532.2266,-0.54
42983,537.1094,-0.49
43004,537.1094,-0.49
43027,537.1094,-0.49
43051,541.9922,-0.44
43073,541.9922,-0.44
43095,537.1094,-0.49
43116,537.1094,-0.49
43138,541.9922,-0.44
43160,527.3438,-0.59
43183,532.2266,-0.54
43206,537.1094,-0.49
43229,532.2266,-0.54
43250,537.1094,-0.49
43272,551.7578,-0.34
43294,576.1719,-0.10
43318,615.2344,0.29
43339,678.7109,0.93
43361,776.3672,1.90
43383,932.6172,3.47
43405,1186.5234,6.01
43427,1601.5625,10.16
43452,2241.2109,16.55
43475,3051.7578,24.66
43499,3784.1796,31.98
43524,4072.2656,34.86
43547,3701.1718,31.15
43571,2924.8046,23.39
43595,2119.1406,15.33
43619,1499.0234,9.13
43641,1113.2812,5.27
43665,878.9063,2.93
43686,742.1875,1.56
43708,659.1797,0.73
43730,610.3516,0.24
43752,576.1719,-0.10
43774,556.6406,-0.29
43798,551.7578,-0.34
43821,541.9922,-0.44
43842,537.1094,-0.49
43864,541.9922,-0.44
43886,537.1094,-0.49
43909,537.1094,-0.49
43932,546.8750,-0.39
43955,541.9922,-0.44
43976,541.9922,-0.44
43998,551.7578,-0.34
44019,546.8750,-0.39
44042,537.1094,-0.49
44065,541.9922,-0.44
44088,541.9922,-0.44
44109,541.9922,-0.44
44131,541.9922,-0.44
44152,541.9922,-0.44
44175,541.9922,-0.44
44198,551.7578,-0.34
44221,571.2891,-0.15
44242,610.3516,0.24
44264,659.1797,0.73
44286,742.1875,1.56
44308,888.6719,3.03
44329,1127.9296,5.42
44353,1523.4375,9.37
44376,2124.0234,15.38
44399,2915.0390,23.29
44424,3681.6406,30.96
44447,4062.5000,34.77
44471,3842.7734,32.57
44495,3144.5312,25.59
44519,2329.1015,17.43
44542,1665.0390,10.79
44567,1206.0546,6.20
44590,922.8516,3.37
44611,771.4844,1.85
44634,668.9453,0.83
44655,615.2344,0.29
44677,571.2891,-0.15
44700,546.8750,-0.39
44723,537.1094,-0.49
44744,532.2266,-0.54
44766,532.2266,-0.54
44787,532.2266,-0.54
44810,537.1094,-0.49
44833,537.1094,-0.49
44856,541.9922,-0.44
44878,532.2266,-0.54
44900,537.1094,-0.49
44921,537.1094,-0.49
44944,537.1094,-0.49
44966,541.9922,-0.44
44990,537.1094,-0.49
45012,537.1094,-0.49
45034,527.3438,-0.59
45056,532.2266,-0.54
45077,532.2266,-0.54
45100,541.9922,-0.44
45123,546.8750,-0.39
45146,576.1719,-0.10
45168,610.3516,0.24
45190,678.7109,0.93
45212,771.4844,1.85
45234,937.5000,3.51
45255,1181.6406,5.96
45279,1591.7968,10.06
45302,2221.6796,16.36
45326,3012.6953,24.27
45350,3759.7656,31.74
45374,4062.5000,34.77
45399,3730.4687,31.44
45422,2958.9843,23.73
45446,2148.4375,15.62
45470,1523.4375,9.37
45493,1132.8125,5.47
45515,893.5547,3.08
45538,756.8359,1.71
45559,668.9453,0.83
45581,615.2344,0.29
45603,585.9375,-0.00
45626,566.4063,-0.20
45647,546.8750,-0.39
45670,541.9922,-0.44
45692,541.9922,-0.44
45716,541.9922,-0.44
45739,537.1094,-0.49
45760,537.1094,-0.49
45782,546.8750,-0.39
45803,546.8750,-0.39
45826,541.9922,-0.44
45849,541.9922,-0.44
45872,541.9922,-0.44
45893,546.8750,-0.39
45915,541.9922,-0.44
45936,541.9922,-0.44
45959,541.9922,-0.44
45982,541.9922,-0.44
46005,546.8750,-0.39
46026,546.8750,-0.39
46048,556.6406,-0.29
46069,576.1719,-0.10
46093,590.8203,0.05
46114,629.8828,0.44
46136,703.1250,1.17
46157,820.3125,2.34
46180,1010.7422,4.25
46202,1333.0078,7.47
46226,1835.9375,12.50
46249,2573.2421,19.87
46273,3378.9062,27.93
46298,3979.4921,33.93
46321,4008.7890,34.23
46345,3457.0312,28.71
46369,2661.1328,20.75
46393,1918.9453,13.33
46416,1372.0703,7.86
46440,1044.9218,4.59
46462,830.0781,2.44
46484,703.1250,1.17
46507,634.7656,0.49
46528,590.8203,0.05
46550,566.4063,-0.20
46573,537.1094,-0.49
46596,541.9922,-0.44
46617,532.2266,-0.54
46639,532.2266,-0.54
46660,532.2266,-0.54
46683,537.1094,-0.49
46706,537.1094,-0.49
46729,541.9922,-0.44
46751,537.1094,-0.49
46773,532.2266,-0.54
46794,537.1094,-0.49
46817,537.1094,-0.49
46839,532.2266,-0.54
46863,541.9922,-0.44
46885,532.2266,-0.54
46907,532.2266,-0.54
46928,532.2266,-0.54
46950,537.1094,-0.49
46972,541.9922,-0.44
46996,561.5234,-0.24
47019,595.7031,0.10
47040,644.5313,0.59
47062,727.5391,1.42
47084,859.3750,2.73
47106,1054.6875,4.69
47128,1391.6015,8.06
47152,1904.2968,13.18
47175,2636.7187,20.51
47199,3452.1484,28.66
47223,3994.1406,34.08
47247,3959.9609,33.74
47271,3334.9609,27.49
47295,2509.7656,19.24
47319,1791.9921,12.06
47343,1284.1796,6.98
47366,996.0938,4.10
47387,815.4297,2.29
47410,698.2422,1.12
47431,634.7656,0.49
47453,595.7031,0.10
47475,571.2891,-0.15
47498,551.7578,-0.34
47519,546.8750,-0.39
47541,541.9922,-0.44
47562,541.9922,-0.44
47585,537.1094,-0.49
47608,546.8750,-0.39
47631,546.8750,-0.39
47652,541.9922,-0.44
47674,541.9922,-0.44
47695,546.8750,-0.39
47718,537.1094,-0.49
47741,546.8750,-0.39
47764,537.1094,-0.49
47785,541.9922,-0.44
47807,546.8750,-0.39
47828,541.9922,-0.44
47851,541.9922,-0.44
47875,546.8750,-0.39
47897,546.8750,-0.39
47920,566.4063,-0.20
47941,590.8203,0.05
47963,629.8828,0.44
47985,698.2422,1.12
48007,805.6641,2.20
48028,986.3281,4.00
48051,1279.2968,6.93
48073,1757.8125,11.72
48097,2470.7031,18.85
48121,3286.1328,27.00
48145,3925.7812,33.40
48168,4038.0859,34.52
48193,3564.4531,29.78
48217,2773.4375,21.87
48240,2016.6015,14.31
48265,1440.4296,8.54
